Sports_tags,number,overlap_num,overlap_word
goldenstatevsboston,4,0,[]
야구레전드,4,0,[]
일본한국,4,0,[]
싸커,4,0,[]
hagl,4,0,[]
celticsvswarriors,4,0,[]
국대,4,0,[]
콜롬비아,4,4,"['한국콜롬비아', '대한민국콜롬비아', '손흥민콜롬비아', '한국콜롬비아축구']"
neymar,4,0,[]
goldenstatewarriorsvsbostoncelticshighlights,4,0,[]
바르셀로나,4,0,[]
gswarriorsvsceltics,4,1,['gswarriorsvscelticsfullgamehighlights']
??????????,4,14,"['????????????????????????????????', '????????????', '????????????????????', '????????????????', '???????????????', '??????????????', '???????????', '????????????????46', '??????????32', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
해외파,4,1,['해외파활약']
박병호,4,0,[]
손흥민스페셜,4,0,[]
달문,4,0,[]
anhđ?c,4,3,"['đ?itr??nganhđ?c', 'anhđ?cvuaphal??i', 'ti?nđ?onguy?nanhđ?c']"
여자컬링영미,3,0,[]
clevelandcavaliersvsindianapacersfullgamehighlights,3,0,[]
여자컬링안경선배,3,0,[]
베트남호주,3,0,[]
베트남응원,3,0,[]
여자컬링후지사와,3,0,[]
펑창동계올림픽남자컬링,3,0,[]
카타르,3,1,['베트남카타르']
박항서축구,3,0,[]
동아시안컵축구한국-중국,3,0,[]
여자컬링김은정나이,3,0,[]
vi?tnamvođ?ch,3,0,[]
손흥민하이라이트,3,0,[]
정현조코비치,3,0,[]
평창동계올림픽여자컬링,3,0,[]
여자컬링결혼,3,0,[]
eaffe-1サッカ?選手?,3,0,[]
여자컬링김초희,3,0,[]
indianapacers,3,2,"['clevelandcavaliersvsindianapacersfullgamehighlights', 'clevelandcavaliersvsindianapacershighlights']"
여자컬링주장,3,0,[]
mlb2018highlights,3,0,[]
베르디흐,3,2,"['토마스베르디흐', '페더러베르디흐']"
mlb2018,3,1,['mlb2018highlights']
여자컬링순위,3,0,[]
로저페더러,3,0,[]
????????,3,17,"['????????????????????????????????', '????????????', '????????????????????', '?????????', '??????????', '????????????????', '???????????????', '??????????????', '???????????', '????????????????46', '????????2018', '??????????32', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
여자컬링김은지,3,0,[]
mlbplays,3,0,[]
dodgersvsnationals,3,0,[]
류현진4,3,1,['류현진4월17일하이라이트']
mlbhighlights2018,3,0,[]
hyun-jinryu,3,1,['hyun-jinryuhighlights']
baseballplays,3,0,[]
bestplays,3,0,[]
cavaliersvspacersfullgamehighlights,3,0,[]
washingtonnationals,3,0,[]
beisbol2018,3,0,[]
21,3,1,['sp:dt=2018-01-21t15:05:00-05:00']
baseballhighlights,3,0,[]
topplays,3,0,[]
baseballgame,3,0,[]
mlbtheshow,3,0,[]
baseball2018,3,0,[]
beisbol,3,1,['beisbol2018']
pacersvscavaliersfullgamehighlights,3,0,[]
clevelandcavaliersvsindianapacershighlights,3,0,[]
clevelandvsindiana,3,0,[]
평창동계올림픽컬링,3,0,[]
olympicchampion,3,0,[]
allthatsports,3,0,[]
여자컬링꼬부기,3,0,[]
warriorsvscelticsfullgamehighlights,3,1,['gswarriorsvscelticsfullgamehighlights']
play-offs,3,0,[]
포수실책,3,0,[]
포수양의지,3,0,[]
포수유강남,3,0,[]
포수안타,3,0,[]
포수수비,3,0,[]
djokovic,3,1,['novakdjokovic']
포수강민호,3,0,[]
novakdjokovic,3,0,[]
여자컬링메달,3,0,[]
queenyuna,3,0,[]
worldchampion,3,2,"['worldchampionship', 'worldwomen’schampionshipswomen’sworldchampionship']"
unitednationsgeneralassembly,3,0,[]
yuna,3,4,"['yunakim', 'queenyuna', 'kimyuna', '일본반응평창개막식개회식김연아yunakim드론오륜기안정환']"
여자컬링김은정결혼,3,0,[]
러시아,3,1,['러시아월드컵']
여자컬링의성,3,0,[]
여자컬링이슬비,3,0,[]
여자컬링분선,3,0,[]
2018nbafinals,3,0,[]
여자컬링김은정인스타,3,0,[]
팀추월파문,3,0,[]
류현진탈삼진,3,0,[]
포수김민식,3,0,[]
포수견제,3,0,[]
dawkinsmta,3,0,[]
ins,3,8,"['womeninsport', 'dawkinsmta', 'freeddawkins', 'dawkins', 'phillywins', 'shinsooji', 'bestgolfinstruction', 'golfinstructor']"
中?男足9日首???,3,0,[]
koreachina,3,0,[]
여자컬링남편,3,0,[]
losangelesdodgers,3,0,[]
freeddawkins,3,0,[]
여자컬링안경언니,3,0,[]
videos,3,0,[]
2018playoffs,3,0,[]
꿀팁,3,0,[]
dawkins,3,2,"['dawkinsmta', 'freeddawkins']"
lonzoball,3,0,[]
여자컬링국가대표,3,0,[]
mustwatch,3,0,[]
야구주제,3,0,[]
anklebreaker,3,0,[]
포수송구,3,0,[]
dawk,3,3,"['dawkinsmta', 'freeddawkins', 'dawkins']"
2018season,3,0,[]
포수최재훈,3,0,[]
포수도루저지,3,0,[]
포수기본,3,0,[]
stephencurry,3,0,[]
hdhighlights,3,0,[]
defensive,3,0,[]
윤성빈스켈레톤평창올림픽김연아손흥민아이언맨,3,0,[]
mlbgame,3,0,[]
kisum,3,0,[]
キムヨナ,3,0,[]
야구중심lg,3,1,['야구중심lg트윈스']
류중일감독,3,0,[]
un,3,63,"['homerun', 'allemaloghøydepunkterkommentar', 'yunakim', 'ryunivia', 'fun', 'chunghyeonretired', 'chunghyeon', 'funny', 'chunghyeonblister', 'hyun-jinryu', 'queenyuna', 'unitednationsgeneralassembly', 'yuna', 'kimyuna', 'kimyeonkoung', 'hyun-jinryuhighlights', 'brunei', 'thunder', 'oklahomacitythunder', 'heojunghan', 'yangjungwon', 'jojungmin', 'hyunjinryu', 'gswarriorsvsokcthunderfullgamehighlights', 'oklahomacitythundervsgoldenstatewarriorshighlights', 'warriorsvsthunder', 'okcthundervsgswarriorsfullgamehighlights', 'thundervswarriors', 'oklahomacitythundervsgoldenstatewarriorsfullgamehighlights', 'okcthunder', 'chunghaesoong', 'kimseung-jun', 'chung', 'kimgeon-ung', '일본반응평창개막식개회식김연아yunakim드론오륜기안정환', 'kho?ng45tri?ung??i', 'han?ikho?ng45tri?ung??i', 'n?ikho?ng45tri?ung??i', 'm?đinhhan?ikho?ng45tri?ung??i', '45tri?ung??i', 'nbaplayoffsround2', 'seunghwan', 'nbaplayoffsround1', 'punch', 'munchen', 'manchesterunited', 'run', 'cavaliersvsthunder', 'clevelandcavaliersvsoklahomacitythunderfullgamehighlights', 'thundervscavaliersfullgamehighlights', 'cavsvsthunder', 'cavaliersvsthunderfullgamehighlights', 'oklahomacitythundervsclevelandcavaliershighlights', 'hyeonchung', 'phanthanhhung', 'ph?mm?nhhung', 'sung-yong', 'heung-min', 'sonheung-min', 'chungk?tcupqu?cgia', 'chungk?tcupqu?cgias?thienthanh2017', 'thanhchung', 'united']"
올댓스포츠,3,0,[]
류중일,3,2,"['류중일감독', 'lg류중일']"
kimyuna,3,0,[]
정승원,3,0,[]
성광고,3,0,[]
대구fc,3,0,[]
베트남승부차기,3,0,[]
장국헌,3,0,[]
amendola,3,1,['amendolas']
phillywins,3,0,[]
sp:ti:away=phi,3,0,[]
eagleswin,3,0,[]
eagles,3,1,['eagleswin']
foles,3,0,[]
superbowl,3,1,['superbowl52']
아사다마오,3,0,[]
타라소바,3,0,[]
홍명보,3,0,[]
philly,3,1,['phillywins']
도르트문트토트넘,3,0,[]
k리그,3,1,['관제탑k리그']
컬링국가대표,3,1,['여자컬링국가대표']
7전8큐,3,1,['7전8큐시즌2ifall7timescueup8season2']
감스트문선민,3,0,[]
모니카,3,0,[]
대박,3,0,[]
박재홍,3,0,[]
2002레전드,3,0,[]
신수지,3,0,[]
키썸,3,0,[]
time100hero,3,0,[]
조정민,3,0,[]
sana,3,4,"['goldenstatewarriorsvssanantoniospurshighlights', 'goldenstatevssanantonio', 'sanantoniospurs', 'goldenstatewarriorsvssanantoniospursfullgamehighlights']"
cavaliersvscelticsgame1,3,0,[]
celticsvscavaliersgame1,3,0,[]
chinavolleyballleague2017,3,0,[]
金軟景,3,0,[]
shanghaivsjiangsu,3,0,[]
김연경,3,0,[]
semifinalgame4,3,0,[]
20180303,3,0,[]
kimyeonkoung,3,0,[]
shinsooji,3,0,[]
warriorsvspelicansgame4,3,0,[]
pelicansvswarriorsgame4,3,0,[]
쓰레기통,3,0,[]
드로인,3,0,[]
스로인,3,0,[]
던지기,3,0,[]
monica,3,0,[]
인천문선민,3,0,[]
챔피언스,3,0,[]
mlbhighlights,3,1,['mlbhighlights2018']
1위,3,1,['세계랭킹1위']
suarez,3,0,[]
야구신기록,3,0,[]
야구웃긴장면,3,0,[]
청와대국민청원,3,0,[]
여자컬링일본,3,0,[]
여자컬링김지선,3,0,[]
valencia,3,7,"['valenciavsbarcelonahighlights', 'valenciavsbarcelonaallgoals', 'valenciavsbarcelona0-2', 'valenciahighlights', 'valenciavsbarcelona2018', 'valenciavsbarcelona', 'valenciacf']"
여자컬링예선,3,0,[]
토마스베르디흐,3,0,[]
여자컬링김은정,3,4,"['여자컬링김은정나이', '여자컬링김은정결혼', '여자컬링김은정인스타', '여자컬링김은정남편']"
k-pop,3,0,[]
야구고의사구,3,0,[]
한국야구,3,0,[]
여자컬링결선,3,0,[]
컬링용어,3,0,[]
아프리카bj,3,0,[]
스포츠사고,3,0,[]
여자컬링안경,3,2,"['여자컬링안경선배', '여자컬링안경언니']"
여자컬링김은정남편,3,0,[]
chighlights,3,0,[]
cristianoronaldo,3,0,[]
hyun-jinryuhighlights,3,0,[]
uckynrfrd1eedy-lxvccdoca,3,0,[]
류현진삼진,3,1,['류현진삼진퍼레이드']
ryu,3,5,"['ryunivia', 'hyun-jinryu', 'hyun-jinryuhighlights', 'hyunjinryu', 'dodgersryu']"
intentionalwalks,3,0,[]
강릉올림픽파크,3,0,[]
문선민관제탑,3,0,[]
강릉아이스아레나,3,0,[]
관제탑k리그,3,0,[]
champ,3,11,"['worldchampionship', 'worldwomen’schampionshipswomen’sworldchampionship', 'championships', 'afcchampionsleague', 'champion', 'championship', 'olympicchampion', 'worldchampion', 'championsleage', '#champion', 'champions']"
sp:dt=2018-02-04t18:30:00-05:00,3,0,[]
wheelchair,3,0,[]
sb,3,32,"['touslesbutsetmomentsforts', 'clevelandcavaliersvsbostoncelticsfullgamehighlights', 'clevelandcavaliersvsbostoncelticshighlights', 'clevelandvsboston', 'goldenstatevsboston', 'goldenstatewarriorsvsbostoncelticshighlights', 'beisbol2018', 'beisbol', 'goldenstatewarriorsvsbostoncelticsfullgamehighlights', 'celticsvsbucksfullgamehighlights', 'valenciavsbarcelonahighlights', 'valenciavsbarcelonaallgoals', 'valenciavsbarcelona0-2', 'valenciavsbarcelona2018', 'valenciavsbarcelona', 'celticsvsbucks', 'milwaukeevsboston', 'celticsvsbucksgame4', 'milwaukeebucksvsbostoncelticsfullgamehighlights', 'sbs', 'milwaukeebucksvsbostoncelticshighlights', 'tomasberdych', 'gswarriorsvsbulls', 'warriorsvsbullsfullgamehighlights', 'celtavigovsbarcelona0-4highlights', 'celtavigovsbarcelonahighlights', 'chelseavsbarcelona', 'goldenstatewarriorsvsbrooklynnetshighlights', 'goldenstatevsbrooklyn', 'goldenstatewarriorsvsbrooklynnetsfullgamehighlights', 'hoanganhgialaivsb.binhd??ng', 'tr?cti?p|hoanganhgialaivsb.binhd??ng']"
superbowl52,3,0,[]
프로투수,3,0,[]
stevens,3,0,[]
전롯데자이언츠투수,3,0,[]
투수,3,5,"['프로투수', '전롯데자이언츠투수', '류현진투수', '강속구투수', '투수이정후']"
팔씨름,3,3,"['팔씨름대결', '팔씨름잘하는법', '팔씨름근육']"
손흥민볼터치,3,0,[]
강의,3,0,[]
유튜버,3,1,['일본야구유튜버']
정치인,3,0,[]
대구,3,1,['대구fc']
chelsea,3,6,"['arsenalvschelsea', 'liverpoolvschelsea2017', 'liverpoolvschelsea1-1', 'liverpoolvschelsea', 'chelseavsbarcelona', 'liverpoolchelsea']"
노진규,3,0,[]
준준결승,3,1,['여자팀추월준준결승']
평창논란,3,0,[]
민유라,3,0,[]
빙상연맹,3,0,[]
김보름인성,3,0,[]
여자계주논란,3,0,[]
평창하이라이트,3,0,[]
류현진평균자책점,3,0,[]
여자컬링바나나,3,0,[]
류현진투구,3,2,"['류현진투구자세', '류현진투구모음']"
zlatanibrahimovicdebut,3,0,[]
金姸兒,3,0,[]
ロサンゼルス?ギャラクシ??像,3,0,[]
ズラタン?イブラヒモビッチ,3,0,[]
즐라탄맨유,3,0,[]
vi?tnamvsafghanistan,3,0,[]
즐라탄la갤럭시데뷔전,3,0,[]
hlvtr??ng,3,0,[]
mc,3,1,['kimchibilliard']
nam,3,29,"['u23vi?tnam', 'vi?tnam', 'vietnamfootball', 'bongđanam', 'vietnam', 'bongđavi?tnam', 'đ?ituy?nvi?tnam', 'u23vietnam', 'đtu23vi?tnam', 'đ?ituy?nu23vi?tnam', 'vi?tnamvođ?ch', 'vi?tnamvsafghanistan', 'u23vi?tnamvsu23iraq', 'vietnamsoccer', 'u23vi?tnamvsu23qatar', 'fulltr?nu23vi?tnamvsu23iraq', 'tr?cti?pu23vi?tnamvsu23iraq', 'u23vi?tnam-u23iraq', '#u23vi?tnam', '#vietnamhighlights', '#vi?tnamwinqatar', '#vi?tnamwin', 'u23vietnamvsu23hanquoc', 'toanc?nhchi?nth?ngl?chs?c?au23vi?tnam', 'u23vi?tnamvaobank?tu23chaua', 'u23vietnamlamnenl?chs?', 'u23vietnamvsu23iraq', 'namđ?nh', 'qu?ngnamvođ?ch']"
brunei,3,0,[]
v.league,3,0,[]
bxh,3,0,[]
lecongvinh,3,0,[]
aff,3,3,"['eaffe-1', 'eaffe-1サッカ?選手?', 'eaff컵']"
myanmar,3,0,[]
nh?tb?n,3,0,[]
민병헌,3,0,[]
피에,3,0,[]
이대수,3,0,[]
탈보트,3,0,[]
홍성흔,3,0,[]
zlatanibrahimovicgoals,3,0,[]
즐라탄데뷔전,3,0,[]
찰리,3,0,[]
shinee,3,0,[]
gironafc,3,0,[]
girona,3,1,['gironafc']
losangelesfc,3,0,[]
ibrahimovic,3,4,"['zlatanibrahimovicdebut', 'zlatanibrahimovicgoals', 'zlatanibrahimovic', 'lagalaxyzlatanibrahimovic']"
즐라탄데뷔골,3,0,[]
즐라탄역전골,3,0,[]
친선경기,3,0,[]
zlatanlagalaxy,3,0,[]
hoanganhtu?n,3,0,[]
la갤럭시하이라이트,3,0,[]
즐라탄이브라히모비치,3,0,[]
종현,3,0,[]
11호골,3,0,[]
에버턴,3,0,[]
샤이니,3,0,[]
zlatanibrahimovic,3,3,"['zlatanibrahimovicdebut', 'zlatanibrahimovicgoals', 'lagalaxyzlatanibrahimovic']"
lagalaxyzlatanibrahimovic,3,0,[]
즐라탄이적,3,0,[]
즐라탄la갤럭시,3,1,['즐라탄la갤럭시데뷔전']
la갤럭시lafc하이라이트,3,0,[]
????????????????,3,8,"['????????????????????????????????', '????????????????????', '????????????????46', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
신명철,3,0,[]
흥해라,3,0,[]
한국콜롬비아,3,1,['한국콜롬비아축구']
리뷰엉이북스,3,0,[]
빅토르안,3,0,[]
리뷰엉이,3,1,['리뷰엉이북스']
로다주,3,0,[]
윤자비스,3,0,[]
2017자선야구대회,3,0,[]
tottenham,3,0,[]
사우스햄튼,3,0,[]
평창아이언맨,3,0,[]
2018스프링캠프,3,0,[]
kbo스프링캠프,3,0,[]
프로야구스프링캠프,3,0,[]
kia타이거즈,3,0,[]
엠스플in캠프,3,0,[]
cavaliersvswarriors,3,2,"['cavaliersvswarriorsfullgamehighlights', 'cavaliersvswarriorsgame1']"
b?ntin,3,1,['b?ntinbongđa']
warriorsvscavaliers,3,3,"['warriorsvscavaliersfullgamehighlights', 'gswarriorsvscavaliersfullgamehighlights', 'warriorsvscavaliersgame1']"
4차레이스,3,0,[]
koreabaseball,3,0,[]
윤석민,3,0,[]
springtraining,3,0,[]
압도적,3,0,[]
책,3,6,"['포수실책', '류현진평균자책점', '박지성산책세레모니', '자책골', '리영철자책골', '북한자책골']"
안현수,3,0,[]
모음,3,5,"['영미모음', '오타니타석모음', '챔스골모음', '류현진투구모음', '추신수타석모음']"
브랜드,3,0,[]
7호골,3,0,[]
이종범,3,3,"['이종범이정후', '타자이종범', '이정후이종범']"
원더골,3,1,['권창훈원더골']
fal3c,3,0,[]
중거리,3,1,['손흥민중거리슛']
썸네일,3,0,[]
오늘자,3,0,[]
바꿨다,3,0,[]
j8,3,0,[]
리그,3,10,"['야구리그', '메이저리그', '프리미어리그', 'k리그', '관제탑k리그', '리그앙', '손흥민리그8호골', '리그1', '#프리미어리그', '베트남조별리그']"
조추첨,3,1,['챔스조추첨']
흥민,3,30,"['손흥민', '손흥민골', '손흥민스페셜', '손흥민하이라이트', '윤성빈스켈레톤평창올림픽김연아손흥민아이언맨', '손흥민볼터치', '손흥민본머스', '손흥민본머스볼터치', '손흥민vs본머스', '손흥민vs본머스볼터치', '손흥민슛', '손흥민개인기', '손흥민에버튼전', '손흥민에버튼', '손흥민리그8호골', '손흥민드리블', '손흥민슈팅', '손흥민아포엘전', '손흥민콜롬비아', '델리알일손흥민핸드쉐이크', '헤리케인손흥민', '손흥민스토크', '손흥민신기록', '델리알리손흥민', '손흥민토트넘골', '손흥민중거리슛', '에릭센손흥민', '손흥민활약', '손흥민스토크시티', '손흥민스토크전']"
atlantahawks,3,4,"['clevelandcavaliersvsatlantahawksfullgamehighlights', 'clevelandcavaliersvsatlantahawkshighlights', 'goldenstatewarriorsvsatlantahawkshighlights', 'goldenstatewarriorsvsatlantahawksfullgamehighlights']"
philippines,3,0,[]
유희관,3,0,[]
hawks,3,14,"['atlantahawks', 'cavaliersvshawksfullgamehighlights', 'hawksvscavaliers', 'cavsvshawks', 'cavaliersvshawks', 'clevelandcavaliersvsatlantahawksfullgamehighlights', 'clevelandcavaliersvsatlantahawkshighlights', 'hawksvscavaliersfullgamehighlights', 'gswarriorsvshawksfullgamehighlights', 'hawksvsgswarriorsfullgamehighlights', 'warriorsvshawks', 'goldenstatewarriorsvsatlantahawkshighlights', 'goldenstatewarriorsvsatlantahawksfullgamehighlights', 'hawksvswarriors']"
오타니안타,3,0,[]
오타니타석,3,1,['오타니타석모음']
오타니홈런,3,0,[]
오타니,3,15,"['오타니안타', '오타니타석', '오타니홈런', '오타니활약', '오타니2호홈런', '오타니멀티안타', '오타니타석모음', '오타니경기', '오타니이도류', '오타니타자', '오타니타격', '오타니쇼헤이', '오타니3안타', '오타니첫홈런', '오타니데뷔홈런']"
오타니활약,3,0,[]
백승호,3,0,[]
즐라탄하이라이트,3,0,[]
류현진2승,3,0,[]
스피드스케이팅여자팀추월,3,0,[]
류현진퀄리티스타트,3,0,[]
l?chs?,3,3,"['chi?ntichl?chs?', 'toanc?nhchi?nth?ngl?chs?c?au23vi?tnam', 'u23vietnamlamnenl?chs?']"
futsal,3,0,[]
banth?ngđ?p,3,0,[]
v?nquy?t,3,0,[]
이라크,3,1,['베트남이라크']
팀추월김보름,3,0,[]
김보름논란,3,0,[]
팀추월박지우,3,0,[]
엘클라시코,3,0,[]
빙속김보름,3,0,[]
psg,3,0,[]
thunder,3,14,"['oklahomacitythunder', 'gswarriorsvsokcthunderfullgamehighlights', 'oklahomacitythundervsgoldenstatewarriorshighlights', 'warriorsvsthunder', 'okcthundervsgswarriorsfullgamehighlights', 'thundervswarriors', 'oklahomacitythundervsgoldenstatewarriorsfullgamehighlights', 'okcthunder', 'cavaliersvsthunder', 'clevelandcavaliersvsoklahomacitythunderfullgamehighlights', 'thundervscavaliersfullgamehighlights', 'cavsvsthunder', 'cavaliersvsthunderfullgamehighlights', 'oklahomacitythundervsclevelandcavaliershighlights']"
malaysia,3,0,[]
goldenstatewarriorsvsbostoncelticsfullgamehighlights,3,0,[]
vffnews,3,0,[]
oklahomacitythunder,3,4,"['oklahomacitythundervsgoldenstatewarriorshighlights', 'oklahomacitythundervsgoldenstatewarriorsfullgamehighlights', 'clevelandcavaliersvsoklahomacitythunderfullgamehighlights', 'oklahomacitythundervsclevelandcavaliershighlights']"
thailan,3,1,['thailand']
s?48,3,0,[]
u23vi?tnamvsu23iraq,3,2,"['fulltr?nu23vi?tnamvsu23iraq', 'tr?cti?pu23vi?tnamvsu23iraq']"
miguelrodrigo,3,0,[]
학교,3,0,[]
아시안컵,3,6,"['동아시안컵', '동아시안컵축구한국-중국', '아시안컵한국일본', '아시안컵한일전', '한국일본동아시안컵', '동아시안컵대한민국vs북한']"
아시안컵한국일본,3,0,[]
김진수,3,0,[]
한일전하이라이트,3,0,[]
eaff컵,3,0,[]
gswvsceltics,3,0,[]
팀추월노선영,3,0,[]
여자팀추월불화,3,0,[]
아시안컵한일전,3,0,[]
진성욱,3,0,[]
팀워크,3,1,['여자팀추월팀워크']
소캐,3,1,['소캐tv']
소캐tv,3,0,[]
afreeca,3,1,['afreecatv']
기아편파,3,0,[]
편파중계,3,0,[]
소대수캐스터,3,0,[]
kiatigers,3,0,[]
u23iraq,3,5,"['u23vi?tnamvsu23iraq', 'fulltr?nu23vi?tnamvsu23iraq', 'tr?cti?pu23vi?tnamvsu23iraq', 'u23vi?tnam-u23iraq', 'u23vietnamvsu23iraq']"
류현진다저스,3,0,[]
맘스터치,3,0,[]
afcu-23,3,1,['2018afcu-23']
danhsachđ?ituy?nqu?cgia,3,0,[]
스페인vs아르헨티나하이라이트,3,0,[]
노선영저격,3,0,[]
팀추월인터뷰,3,0,[]
김보름노선영,3,0,[]
여자팀추월욕먹는이유,3,0,[]
여자팀추월준준결승,3,0,[]
여자팀추월팀워크,3,0,[]
김보름인터뷰논란,3,0,[]
스페인vs아르헨티나,3,1,['스페인vs아르헨티나하이라이트']
스페인아르헨티나,3,1,['스페인아르헨티나하이라이트']
바캉스,3,0,[]
아르헨티나스페인하이라이트,3,0,[]
아르헨티나,3,6,"['스페인vs아르헨티나하이라이트', '스페인vs아르헨티나', '스페인아르헨티나', '아르헨티나스페인하이라이트', '아르헨티나스페인', '스페인아르헨티나하이라이트']"
아르헨티나스페인,3,1,['아르헨티나스페인하이라이트']
스페인아르헨티나하이라이트,3,0,[]
???????????????,3,9,"['????????????????????????????????', '????????????????????', '????????????????', '????????????????46', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
크로스,3,2,"['슛크로스페인팅', '슛크로스']"
마르셀로,3,1,['마르셀로돌파']
하메스,3,2,"['하메스로드리게스', '하메스인성']"
이가시리아,3,0,[]
여자팀추월탈락,3,0,[]
챔피언쉽,3,0,[]
스피드스케이팅팀추월,3,0,[]
한국팀추월,3,0,[]
김보름박지우,3,0,[]
대항전,3,0,[]
시리아,3,1,['이가시리아']
의사소통,3,0,[]
김세현,2,0,[]
팁,2,1,['꿀팁']
권오준,2,0,[]
tuesday,2,0,[]
jess,2,0,[]
손주인,2,0,[]
권창훈골,2,0,[]
derossi,2,0,[]
권창훈드리블,2,0,[]
heojunghan,2,0,[]
허정한선수,2,0,[]
권창훈스페셜,2,0,[]
양정원,2,0,[]
이태곤,2,0,[]
권창훈활약,2,0,[]
yangjungwon,2,0,[]
fall7timescueup8,2,2,"['정소미fall7timescueup8', '7전8큐시즌2ifall7timescueup8season2']"
권창훈3경기,2,0,[]
권창훈5호골,2,0,[]
한승택,2,0,[]
jojungmin,2,0,[]
세계바둑,2,0,[]
펑고,2,0,[]
서동욱,2,0,[]
아델만,2,0,[]
삼성라이온즈,2,0,[]
chojeaho,2,0,[]
윤성환,2,0,[]
kangsoyeon,2,0,[]
cavaliersvshawksfullgamehighlights,2,0,[]
tip,2,0,[]
조재호선수,2,0,[]
화요일,2,0,[]
clevelandvsatlanta,2,0,[]
ep.8,2,0,[]
서유라,2,0,[]
제스,2,0,[]
seoyoora,2,0,[]
스프링캠프,2,3,"['2018스프링캠프', 'kbo스프링캠프', '프로야구스프링캠프']"
연습경기,2,0,[]
강소연,2,0,[]
aimeecho,2,0,[]
hawksvscavaliers,2,1,['hawksvscavaliersfullgamehighlights']
정확도,2,0,[]
팀킴,2,0,[]
thanqu?ngninh,2,0,[]
골프레슨,2,0,[]
컬스데이,2,0,[]
??????????????,2,10,"['????????????????????????????????', '????????????????????', '????????????????', '???????????????', '????????????????46', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
권창훈원더골,2,0,[]
권창훈시즌5호골,2,0,[]
레슨,2,3,"['야구레슨', '당구레슨', '골프레슨']"
중심이동,2,0,[]
권창훈하이라이트,2,0,[]
권창훈시즌,2,1,['권창훈시즌5호골']
애이미,2,1,['애이미조']
권창훈아미앵,2,0,[]
아이언스윙,2,0,[]
bestgolfinstruction,2,0,[]
골프스윙,2,0,[]
지로나,2,0,[]
슛크로스페인팅,2,0,[]
역플립플랩,2,0,[]
에이미,2,2,"['명품스윙에이미조', '에이미조']"
songlamngh?an,2,0,[]
플립플랩,2,1,['역플립플랩']
phis?n,2,1,['tr?nphis?n']
슛크로스,2,1,['슛크로스페인팅']
페인팅,2,1,['슛크로스페인팅']
여자컬링해외언론,2,0,[]
의성,2,1,['여자컬링의성']
cavsvshawks,2,0,[]
타임즈,2,0,[]
cavaliersvshawks,2,1,['cavaliersvshawksfullgamehighlights']
atlanta,2,7,"['atlantahawks', 'clevelandvsatlanta', 'clevelandcavaliersvsatlantahawksfullgamehighlights', 'clevelandcavaliersvsatlantahawkshighlights', 'goldenstatewarriorsvsatlantahawkshighlights', 'goldenstatewarriorsvsatlantahawksfullgamehighlights', 'goldenstatevsatlanta']"
clevelandcavaliersvsatlantahawksfullgamehighlights,2,0,[]
폐막식,2,2,"['평창올림픽폐막식', '개회식폐막식폐회식소치베이징']"
한류,2,0,[]
폐회식,2,1,['개회식폐막식폐회식소치베이징']
clevelandcavaliersvsatlantahawkshighlights,2,0,[]
마늘소녀,2,0,[]
hipspin,2,0,[]
golfswing,2,0,[]
명품스윙,2,1,['명품스윙에이미조']
철호형,2,0,[]
gaindistance,2,0,[]
히프스핀아웃,2,0,[]
미녀골퍼,2,0,[]
해외언론,2,1,['여자컬링해외언론']
컬링해외반응,2,0,[]
명품스윙에이미조,2,0,[]
오른발모양,2,0,[]
컬링금메달,2,0,[]
accuracy,2,0,[]
컬링결승,2,0,[]
워싱턴포스트,2,0,[]
한국여자컬링,2,0,[]
한국컬링,2,0,[]
바둑tv,2,0,[]
이호준,2,0,[]
농심,2,0,[]
frank,2,0,[]
???????????,2,12,"['????????????????????????????????', '????????????', '????????????????????', '????????????????', '???????????????', '??????????????', '????????????????46', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
thairath,2,1,['thairathtv']
king’scup2018,2,0,[]
tv,2,19,"['spotv', '베어스tv', 'bearspotv', '아프리카tv', 'afreecatv', 'worldcurlingtv', 'wctv', 'vtv6', '소캐tv', '바둑tv', 'tr?cti?pvtv6', 'thairathtv', 'gmtv', 'grandsmatchstv', 'durantvslebron', '독상tv', '글로리tv', 'grolytv', 'heatvswarriors']"
lampard,2,0,[]
스램제,2,0,[]
vs게임,2,0,[]
gerrard,2,0,[]
scholes,2,0,[]
프레데터,2,0,[]
램파드,2,0,[]
vs놀이,2,0,[]
발란스게임,2,0,[]
명경기,2,1,['챔스명경기']
당구뉴스,2,0,[]
germanyvsfrancefullmatch-highlights&goals,2,0,[]
